a'marie	ಅಮಾರೀ
aloarakh	ಆಲೋರಖ್
alok	ಅಲೋಕ್
alok industries	ಅಲೋಕ್ ಇಂಡಸ್ಟ್ರೀಸ್
aloysius	ಅಲೋಷಿಯಸ್
alpana	ಅಲ್ಪನಾ
alpesh vadher	ಅಲ್ಪೇಶ್ ವಧೆರ್
alpha matriculation higher secondary school, chennai	ಆಲ್ಫಾ ಮೆಟ್ರಿಕ್ಯುಲೇಶನ್ ಹೈಯ್ಯರ್ ಸೆಕೆಂಡರಿ ಸ್ಕೂಲ್, ಚೆನ್ನೈ
alphaa	ಆಲ್ಫಾ
alphonse	ಅಲ್ಫೋನ್ಸ್
alstom	ಅಲಸ್ಟಮ್
alstom projects	ಆಲ್ಸ್ಟಾಮ್ ಪ್ರಾಜೆಕ್ಟ್ಸ್
altaaf	ಅಲ್ತಾಫ್
altai	ಅಲ್ಟಾಯ್
altamaha	ಅಲ್ತಾಮಹಾ
althea	ಅಲ್ಥಿಯಾ
aluabari road	ಅಲೌಬಾರಿ ರೋಡ್
alvin	ಆಲ್ವಿನ್
alvin kallicharran	ಆಲ್ವಿನ್ ಕಾಳಿಚರಣ್
alvis	ಆಲ್ವಿಸ್
alyssa	ಅಲಿಸ್ಸಾ
amaan	ಅಮಾನ್
amaanda	ಅಮಾಂಡಾ
amaatullah	ಅಮಾತುಲ್ಲಾ
amadeus	ಅಮೆಡಿಯಸ್
amadeus mozart	ಅಮೆಡ್ಯೂಸ್ ಮೋಜಾರ್ಟ್
amagi	ಅಮಾಗಿ
amajad	ಅಮಜದ್
amalie	ಅಮೇಲೀ
amalner	ಅಮಲ್‌ನೆರ್
amalsad	ಅಮಲ್‌ಸದ್
amaltaas	ಅಮಲ್ತಾಸ್
aman vadi	ಅಮನ್ ವಾಡಿ
amanda	ಅಮಂಡಾ
amandip	ಅಮನ್‌ದೀಪ್
amani	ಅಮನಿ
amar asom	ಅಮರ್ ಅಸೋಮ್
amar jyoti	ಅಮರ್ ಜ್ಯೋತಿ
amar pyar	ಅಮರ್ ಪ್ಯಾರ್
amar saigal	ಅಮರ್ ಸೈಗಲ್
amar saritaa	ಅಮರ್ ಸರಿತಾ
amar ujala	ಅಮರ್ ಉಜಾಲಾ
amararaj	ಅಮರರಾಜ್
amarashree	ಅಮರಶ್ರೀ
amaresh	ಅಮರೇಶ್
amareshwar shiva	ಅಮರೇಶ್ವರ ಶಿವ
amarik	ಅಮರಿಕ್
amartya	ಅಮರ್ತ್ಯ
amatya	ಅಮಾತ್ಯ
amay	ಅಮಯ್
amay khurasiya	ಅಮಯ್ ಖುರಾಸಿಯಾ
amazon	ಅಮೆಜಾನ್
amazonia	ಅಮೆಜಾನಿಯಾ
ambardekar	ಅಂಬಾರ್ಡೆಕರ್
ambarish	ಅಂಬರೀಶ್
ambassador	ಅಂಬಾಸಿಡರ್
ambikapur	ಅಂಬಿಕಾಪುರ್
amboseli	ಅಂಬೋಸೆಲಿ
ambreesh	ಅಂಬರೀಶ್
ameenaa	ಅಮೀನಾ
ameer admi garib admi	ಅಮೀರ್ ಆದ್ಮಿ ಗರೀಬ್ ಆದ್ಮಿ
ameeri	ಅಮೀರೀ
amerada hess	ಅಮೆರಡಾ ಹೆಸ್
amergin	ಅಮೆರ್ಜಿನ್
america's space prize	ಅಮೆರಿಕಾಸ್ ಸ್ಪೇಸ್ ಪ್ರೈಜ್
american international building	ಅಮೆರಿಕನ್ ಇಂಟರ್ನ್ಯಾಷನಲ್ ಬಿಲ್ಡಿಂಗ್
american legion	ಅಮೇರಿಕನ್ ಲಿಜನ್
american numismatic society museum	ಅಮೆರಿಕ ನ್ಯೂಮಿಸ್‌ಮ್ಯಾಟಿಕ್ ಸೊಸೈಟಿ ಮ್ಯೂಸಿಯಂ
american war of independence	ಅಮೆರಿಕನ್ ವಾರ್ ಆಫ್ ಇಂಡಿಪೆಂಡೆನ್ಸ್
americium	ಅಮೇರಿಸಿಯಂ
amerisourcebergen	ಅಮೆರಿಸೋರ್ಸ್ ಬರ್ಜನ್
amethi	ಅಮೇಥಿ
ameya	ಅಮೇಯ
amgaon	ಅಮಗಾಂವ್
amguri	ಅಂಗೂರಿ
amilah	ಅಮಿಲಾ
amin	ಅಮಿನ್
aminah	ಅಮಿನಾ
amir khusro	ಅಮೀರ್ ಖುಸ್ರೋ
amirah	ಅಮಿರಾ
amiss	ಅಮಿಸ್
amit	ಅಮಿತ್
amita	ಅಮಿತ
amitaa	ಅಮಿತಾ
amitaabh	ಅಮಿತಾಭ್
amity	ಏಮೈಟಿ
amlai	ಅಮಲಾಯ್
amloh	ಅಮ್ಲೋ
ammar	ಅಮ್ಮಾರ್
ammarah	ಅಮ್ಮಾರಾ
ammasandra	ಅಮ್ಮಸಂದ್ರ
ammiraglio di saint bon	ಅಮಿರಾಗ್ಲಿಯೊ ಡಿ ಸೈಂಟ್ ಬೊನ್
amod	ಅಮೋದ್
amogh	ಅಮೋಘ
amoghaa	ಅಮೋಘಾ
amoha	ಅಮೋಹಾ
amolik	ಅಮೋಲಿಕ್
amonkar	ಅಮೋನ್‌ಕರ್
amoort	ಅಮೂರ್ತ್
amrah	ಅಮ್ರಾ
amrapali	ಅಮ್ರಪಾಲಿ
amreek	ಅಮ್ರಿಕ್
amreli	ಅಮರೆಲಿ
amrit manthan	ಅಮೃತ್ ಮಂಥನ್
amrita shergil	ಅಮೃತಾ ಶೆರ್ಗಿಲ್
amritesh	ಅಮೃತೇಶ್
amriteshwar	ಅಮೃತೇಶ್ವರ್
amritlal nagar	ಅಮೃತಲಾಲ್ ನಗರ್
amroha	ಅಮರೋಹಾ
amrusha	ಅಮೃಷಾ
amuly	ಅಮೂಲ್ಯ
amurt	ಅಮೂರ್ತ್
an evening in paris	ಆನ್ ಈವನಿಂಗ್ ಇನ್ ಪ್ಯಾರಿಸ್
ana	ಅನಾ
anaam	ಅನಾಮ್
anadoluhisar fort	ಅಂಡೋಲ್ಹಿಸಾರ್ ಫೋರ್ಟ್
anadyant	ಅನಾದ್ಯಂತ
anadyr	ಅನಡೈರ್
anagh	ಅನಘ್
anagha	ಅನಘ
anaghaa	ಅನಘಾ
anaikuttam reservoir	ಅನೈಕುಟ್ಟಮ್ ರಿಜರ್ವಾಯರ್
anainaduvu reservoir	ಅನೈನಡುವು ರಿಜರ್ವಾಯರ್
anakin	ಅನಾಕಿನ್
anal	ಅನಲ್
anamay	ಅನಾಮಯ್
anamika	ಅನಾಮಿಕ
anamikaa	ಅನಾಮಿಕಾ
anandi	ಆನಂದಿ
anandini	ಆನಂದಿನಿ
anandmayee	ಆನಂದಮಯೀ
anandpur sahib	ಆನಂದ್‌ಪುರ್ ಸಾಹಿಬ್
anandtandavpur	ಆನಂದ್‌ತಂಡಾವಪುರ್
anang	ಅನಂಗ್
ananmaya	ಅನನ್ಮಯ
anant	ಅನಂತ್
anantaraam	ಅನಂತರಾಮ್
anantaroop	ಅನಂತರೂಪ್
anantram	ಅನಂತ್‌ರಾಮ್
anantrup	ಅನಂತ್‌ರೂಪ್
ananya	ಅನನ್ಯ
anaparti	ಅನಪರ್ತಿ
anas	ಅನಸ್
anastacia	ಎನಸ್ತೇಷಿಯಾ
anastasia	ಅನಸ್ತಾಸಿಯಾ
anatola	ಅನತೊಲಾ
anaum	ಅನಾಮ್
anbar	ಅಂಬರ್
ancelin	ಆನ್ಸೆಲಿನ್
ancona	ಅಂಕೋನಾ
andal junction	ಅಂಡಾಲ್ ಜಂಕ್ಷನ್
anderson	ಆಂಡರ್ಸನ್
andha kanoon	ಅಂಧಾ ಕಾನೂನ್
andher nagari chapat raja	ಅಂಧೆರ್ ನಗರೀ ಚೌಪಟ್ ರಾಜಾ
andhera	ಅಂಧೇರಾ
andhere	ಅಂಧೇರೆ
andhergardi	ಅಂಧೇರ್‌ಗರ್ದಿ
andheri raat mein diya tere hath mein	ಅಂಧೇರಿ ರಾತ್ ಮೆ ದಿಯಾ ತೇರಿ ಹಾತ್ ಮೆ
andhi gali	ಅಂಧಿ ಗಲೀ
andhra bhoomi	ಆಂಧ್ರ ಭೂಮಿ
andhra pradesh	ಆಂಧ್ರಪ್ರದೇಶ್
andie	ಆಂಡೀ
andoy fort	ಆಂಡೊ ಫೋರ್ಟ್
andre	ಆಂಡ್ರೆ
andre nel	ಆಂಡ್ರೆ ನಿಲ್
andrew flintoff	ಆಂಡ್ರೂ ಫ್ಲಿಂಟಾಫ್
andromeda	ಏಂಡ್ರಮೇಡಾ
andros museum of modern art	ಆಂಡ್ರೋಸ್ ಮ್ಯೂಸಿಯಂ ಆಫ್ ಮಾಡ್ರನ್ ಆರ್ಟ್
andy bichel	ಆಂಡಿ ಬಿಚೆಲ್
andy roberts	ಆಂಡಿ ರಾಬರ್ಟ್ಸ್
aneezah	ಅನೀಝಾ
angaar	ಅಂಗಾರ್
angaara	ಅಂಗಾರಾ
angaraaj	ಅಂಗರಾಜ್
angaraj	ಅಂಗರಾಜ್
angarakshak	ಅಂಗರಕ್ಷಕ್
angela	ಏಂಜೆಲಾ
angelina	ಏಂಜೆಲಿನಾ
angelique	ಏಂಜೆಲಿಕ್
anglang	ಆಂಗ್ಲಾಂಗ್
angoor	ಅಂಗೂರ್
angoori	ಅಂಗೂರಿ
anguree	ಅಂಗುರೀ
angus	ಅಂಗಸ್
angus fraser	ಆಂಗಸ್ ಫ್ರೇಸರ್
angus mackay	ಆಂಗಸ್ ಮೆಕೇ
anika	ಅನಿಕಾ
anil dalpat	ಅನಿಲ್ ದಲಪತ್
anilatmaj	ಅನಿಲಾತ್ಮಜ್
aninditaa	ಅನಿಂದಿತಾ
anirvaan	ಅನಿರ್ವಾಣ್
anirvan	ಅನಿರ್ವಾಣ್
anisaa	ಅನಿಸಾ
anise	ಅನೈಸ್
anjaam khuda jane	ಅಂಜಾಮ್ ಖುದಾ ಜಾನೆ
anjaan	ಅಂಜಾನ್
anjaan rahen	ಅಂಜಾನ್ ರಾಹೇ
anjaana	ಅಂಜಾನಾ
anjar	ಅಂಜರ್
ankahee	ಅನಕಹೀ
ankai	ಅಂಕೈ
ankh ka nasha	ಅಂಖ್ ಕಾ ನಶಾ
ankit	ಅಂಕಿತ್
ankita	ಅಂಕಿತ
ankola	ಅಂಕೋಲಾ
ankush	ಅಂಕುಶ್
anmol	ಅನ್ಮೋಲ್
anmol ratan	ಅನ್ಮೋಲ್ ರತನ್
annabelle	ಅನಾಬೆಲ್ಲಿ
annadata	ಅನ್ನದಾತಾ
annalise	ಅನ್ನಲೀಸ್
annapoorna	ಅನ್ನಪೂರ್ಣ
annavaram	ಅನ್ನಾವರಂ
anneliese	ಅನ್ನೆಲೀಸ್
annelise	ಅನ್ನೆಲೈಸ್
annis	ಅನ್ನಿಸ್
annissa	ಅನ್ನಿಸಾ
annora	ಅನ್ನೋರಾ
anokha insaan	ಅನೋಖಾ ಇನ್ಸಾನ್
anokha milan	ಅನೋಖಾ ಮಿಲನ್
anokha prem	ಅನೋಖಾ ಪ್ರೇಮ್
anokha pyar	ಅನೋಖಾ ಪ್ಯಾರ್
anoop	ಅನೂಪ್
anou ifflis	ಅನೌ ಇಫ್ಲಿಸ್
anou timedouine	ಅನೌ ಟೈಮ್ಡೂಯಿನ್
anpara	ಅಂಪರಾ
ansar	ಅನ್ಸರ್
anshi	ಅನ್ಶಿ
anshu	ಅಂಶು
anshul	ಅಂಶುಲ್
ansoo ban gaye phool	ಆಂಸೂ ಬನ್ ಗಯೆ ಪೂಲ್
anstice	ಆನ್‌ಸ್ಟೀಸ್
antah	ಅಂತಾ
antaraa	ಅಂತರಾ
antarnaad	ಅಂತರ್‌ನಾದ್
anthony	ಅಂಥೋನಿ
antimony	ಆಂಟಿಮೊನಿ
antoinette	ಆಂಟಾಯ್ನೆಟ್
antonia	ಆಂಟೋನಿಯಾ
antony	ಆಂಟನಿ
antriwale	ಅಂತ್ರಿವಾಲೆ
antu	ಅಂತು
anubhav	ಅನುಭವ್
anugamita	ಅನುಗಾಮಿತಾ
anunay	ಅನುನಯ್
anup	ಅನೂಪ್
anupama	ಅನುಪಮ
anupgarh	ಅನುಪ್‌ಗಢ್
anuppur junction	ಅನುಪುರ್ ಜಂಕ್ಷನ್
anuraadha	ಅನುರಾಧಾ
anushkaa	ಅನುಷ್ಕಾ
anusooyaa	ಅನುಸೂಯಾ
anusuyaa	ಅನುಸೂಯಾ
anuyaayita	ಅನುಯಾಯಿತಾ
anuyayitaa	ಅನುಯಾಯಿತಾ
anwesha	ಅನ್ವೇಷ
aoife	ಆಯ್ಫಿ
aojla	ಓಜ್ಲಾ
apaanpati	ಅಪಾನ್‌ಪತಿ
apache	ಅಪಾಚಿ
apala	ಅಪಲಾ
aparados da serra	ಅಪಾರಡೊಸ್ ಡಾ ಸೆರಾ
aparna	ಅಪರ್ಣಾ
apatkaal	ಆಪತ್ಕಾಲ್
aphrodite	ಏಫ್ರಡೈಟ್
aplam chaplam	ಅಪಲಮ್ ಚಪಲಮ್
apmaan	ಅಪಮಾನ್
apna desh paraye log	ಅಪ್ನಾ ದೇಶ್ ಪರಾಯೆ ಲೋಗ್
apna hath jagannath	ಅಪ್ನಾ ಹಾಥ್ ಜಗನ್ನಾಥ್
apna khoon apna dushman	ಅಪ್ನಾ ಖೂನ್ ಅಪ್ನಾ ದುಶಮನ್
apna paraya	ಅಪ್ನಾ ಪರಾಯಾ
apni chhaya	ಅಪ್ನಿ ಛಾಯಾ
apni nagaria	ಅಪ್ನಿ ನಗಾರಿಯಾ
apollo	ಅಪೋಲೋ
apollo hospital	ಅಪೋಲೋ ಹಾಸ್ಪಿಟಲ್
apoorv	ಅಪೂರ್ವ
apoorva	ಅಪೂರ್ವ
apoorvaa	ಅಪೂರ್ವಾ
appalachia	ಅಪಲಾಚಿಯಾ
appollo	ಅಪೋಲೋ
apradhi	ಅಪರಾಧೀ
apria	ಏಪ್ರಿಯಾ
apte	ಆಪ್ಟೆ
aptech	ಆಪ್ಟೆಕ್
apurva	ಅಪೂರ್ವ
arabela	ಅರಾಬೆಲಾ
arabian	ಅರೇಬಿಯನ್
aracely	ಅರಾಸಿಲಿ
arad fort	ಅರದ್ ಫೋರ್ಟ್
arafat	ಅರಾಫತ್
arafura	ಅರಾಫುರಾ
aragon	ಅರಗಾನ್
arakkonam junction	ಅರಕೋಣಂ ಜಂಕ್ಷನ್
aral	ಅರಲ್
aralvaymozhi	ಅರಲ್‌ವೈಮೊಳಿ
araria	ಅರಾರಿಯಾ
arat	ಆರತ್
arati	ಆರತಿ
arav	ಆರವ್
aravankadu	ಅರವನ್‌ಕಾಡು
arbon	ಅರ್ಬನ್
arcadis	ಅರ್ಕಾಡಿಸ್
archaa	ಅರ್ಚಾ
arche	ಆರ್ಕ್
archer	ಆರ್ಚರ್
archimedes	ಆರ್ಕಿಮೆಡೀಸ್
archishmat	ಅರ್ಚಿಷ್ಮತ್
archon	ಆರ್ಕನ್
arctic ocean	ಆರ್ಕ್ಟಿಕ್ ಓಶಿಯನ್
ardara	ಆರ್ಡರಾ
ardh satya	ಅರ್ಧ್ ಸತ್ಯ
ardhangini	ಅರ್ಧಾಂಗಿನಿ
aretha franklin	ಅರಿಥಾ ಫ್ರಾಂಕ್ಲಿನ್
areva	ಅರೆವಾ
arghya	ಅರ್ಘ್ಯಾ
argonia friends	ಅರ್ಗೋನಿಯಾ ಫ್ರೆಂಡ್ಸ್
ariadne	ಏರಿಯೇಡನ್
ariana	ಏರಿಯಾನಾ
arib	ಅರೀಬ್
arijit	ಅರಿಜಿತ್
arishtut	ಅರಿಷ್ಟುತ್
aristotle	ಅರಿಸ್ಟಾಟಲ್
arivalagan	ಅರಿವಳಗನ್
arivumadhi	ಅರಿವುಮಧಿ
arivumani	ಅರಿವುಮಣಿ
ariyalur	ಅರಿಯಲೂರ್
arjansar	ಅರ್ಜನ್‌ಸಾರ್
arjun pandit	ಅರ್ಜುನ್ ಪಂಡಿತ್
arkan	ಅರ್ಕಾನ್
arkansas	ಅರ್ಕಾನ್‌ಸಾಸ್
arkasut	ಅರ್ಕಸುತ್
arlais	ಅರ್ಲೇಸ್
arlen	ಅರ್ಲೆನ್
arlington	ಅರ್ಲಿಂಗ್ಟನ್
armand hammer	ಅರ್ಮಾಂಡ್ ಹ್ಯಾಮರ್
armelle	ಆರ್ಮಿಲಿ
armen	ಆರ್ಮೆನ್
armstrong	ಆರ್ಮ್‌ಸ್ಟ್ರಾಂಗ್
arnold schwarzenegger	ಆರ್ನಾಲ್ಡ್ ಶ್ವಾಜನೆಗರ್
arpit	ಅರ್ಪಿತ್
arqam	ಅರ್ಕಾಮ್
arshad ayub	ಅರ್ಶದ್ ಅಯೂಬ್
arshad pervez	ಅರ್ಷಾದ್ ಪರ್ವೇಜ್
arshaq	ಅರ್ಷಾಕ್
arsikere junction	ಅರಸೀಕೆರೆ ಜಂಕ್ಷನ್
art sunje museum	ಆರ್ಟ್ ಸುಂಜ್ ಮ್ಯೂಸಿಯಂ
artah	ಆರ್ತಾ
arth	ಅರ್ಥ್
arthur	ಆರ್ಥರ್
arthur middleton	ಆರ್ಥರ್ ಮಿಡ್ಲ್‌ಟನ್
aru	ಅರು
arul	ಅರುಳ್
arulchelvan	ಅರುಳ್‌ಚೆಲ್ವನ್
arumugan	ಆರುಮುಗನ್
arun	ಅರುಣ್
aruna	ಅರುಣಾ
aruna gunawardene	ಅರುಣ ಗುಣವರ್ಧನೆ
arundhatinaath	ಅರುಂಧತಿನಾಥ್
arunesh	ಅರುಣೇಶ್
arunyotish	ಅರುನ್ಯೋತಿಷ್
aruppukottai	ಅರುಪ್ಪುಕೋಟೈ
arusha	ಅರುಷಾ
arvin	ಆರ್ವಿನ್
arvind desai ki ajeeb dastan	ಅರವಿಂದ್ ದೇಸಾಯಿ ಕಿ ಅಜೀಬ್ ದಾಸ್ತಾನ್
arwa	ಅರ್ವಾ
aryaman	ಆರ್ಯಮಾನ್
aryan	ಆರ್ಯನ್
arzoo	ಆರಜೂ
asam	ಅಸ್ಸಾಂ
asambhav	ಅಸಂಭವ್
asansol junction	ಅಸನ್ಸೋಲ್ ಜಂಕ್ಷನ್
aseem	ಅಸೀಮ್
asfa	ಅಸ್ಫಾ
asghar	ಅಸ್ಗರ್
ashish	ಆಶಿಷ್
ashlyn	ಆಶ್ಲಿನ್
ashna	ಆಶ್ನಾ
ashok	ಅಶೋಕ್
ashok malhotra	ಅಶೋಕ್ ಮಲ್ಹೋತ್ರಾ
ashok mankad	ಅಶೋಕ್ ಮಂಕಡ್
ashok nagar	ಅಶೋಕ್ ನಗರ್
ashok patel	ಅಶೋಕ್ ಪಟೇಲ್
ashokaari	ಅಶೋಕಾರಿ
ashraf ali	ಅಶ್ರಫ್ ಅಲಿ
ashtkarna	ಅಷ್ಟಕರ್ಣ
ashtputre	ಅಷ್ಟಪುತ್ರೆ
ashvin	ಅಶ್ವಿನ್
ashwatthama	ಅಶ್ವತ್ಥಾಮ
ashwin	ಅಶ್ವಿನ್
ashwinee	ಅಶ್ವಿನೀ
asif masood	ಆಸಿಫ್ ಮಸೂದ್
asif mujtaba	ಆಸಿಫ್ ಮುಜ್ತಬಾ
aslaoda	ಅಸ್ಲಾಡೊ
asli naqli	ಅಸಲೀ ನಕಲೀ
asma	ಅಸ್ಮಾ
asomiya pratidin	ಅಸೋಮಿಯಾ ಪ್ರತಿದಿನ್
aspreva pharmaceuticals corporation	ಆಸ್ಪ್ರೆವಾ ಫಾರ್ಮಾಸ್ಯೂಟಿಕಲ್ಸ್ ಕಾರ್ಪೊರೇಶನ್
asranada	ಅರ್ಸನಾಡಾ
assamese	ಅಸ್ಸಾಮಿಸ್
astatine	ಆಸ್ಟಾಟಿನ್
aster	ಆಸ್ಟರ್
astra microwave	ಆಸ್ಟ್ರಾ ಮೈಕ್ರೋವೇವ್
astrazeneca	ಅಸ್ಟ್ರಾಜೆನೆಕಾ
atacama	ಅಟಾಕಾಮಾ
atal	ಅಟಲ್
atanu	ಅತನು
atari	ಅಟಾರಿ
ataturk	ಅಟಾಟರ್ಕ್
atchafalaya	ಅಚಾಫಲಯ
ateefa	ಅತೀಫಾ
ateeqah	ಅತೀಕಾ
athabasca	ಅಥಾಬಾಸ್ಕಾ
athar	ಅತಾರ್
atharvan	ಅಥರ್ವಣ್
athena	ಅಥೆನಾ
athens	ಅಥೆನ್ಸ್
athens eleftherios venizelos	ಅಥೆನ್ಸ್ ಎಲೆಫ್ತೆರಿಯೊಸ್ ವೆನಿಜೆಲೊಸ್
athilah	ಅಥಿಲಾ
athletics	ಅಥ್ಲೆಟಿಕ್ಸ್
athmah	ಆತ್ಮ
athula samarasekera	ಅತುಲ ಸಮರಶೇಖರ
ati visisht seva medal	ಅತಿ ವಿಶಿಷ್ಟ ಸೇವಾ ಮೆಡಲ್
atifa	ಅತಿಫಾ
atindar	ಅತೀಂದರ್
atinderjeet.	ಅತೀಂದ್ರಜೀತ್
atish	ಆತಿಷ್
atiya	ಅತಿಯಾ
atlas	ಅಟ್ಲಸ್
atlas copco	ಅಟ್ಲಾಸ್ ಕೋಪ್ಕೋ
atmabhu	ಆತ್ಮಾಂಭು
atmajyoti	ಆತ್ಮಜ್ಯೋತಿ
atonement lutheran	ಅಟೋನ್ಮೆಂಟ್ ಲುಥೆರಾನ್
atre	ಅತ್ರೆ
attacker	ಅಟ್ಟಾಕರ್
attah canada	ಅಟ್ಟಾ ಕೆನಡಾ
attala	ಅಟ್ಟಾಲಾ
attawal	ಅಟಾವಲ್
atticus	ಏಟಿಕಸ್
attila jozsef prize	ಅಟ್ಟಿಲಾ ಜೋಸೆಫ್ ಪ್ರೈಜ್
atul	ಅತುಲ್
atyachar	ಅತ್ಯಾಚಾರ್
auckland university of technology	ಆಕ್ಲೆಂಡ್ ಯುನಿವರ್ಸಿಟಿ ಆಫ್ ಟೆಕ್ನಾಲಜಿ
audaen fort	ಔದೀನ್ ಫೋರ್ಟ್
audiocodes	ಆಡಿಯೋಕೋಡ್ಸ್
audrey	ಆಡ್ರೆ
audubon	ಔಡುಬನ್
augrabies falls	ಔರಾಗ್ಬೀಸ್ ಫಾಲ್ಸ್
augustin	ಆಗಸ್ಟಿನ್
aulavik	ಔಲಾವಿಕ್
aung san su ki	ಆಂಗ್ ಸಾಂಗ್ ಸೂ ಕೀ
aur ek dharmatma	ಔರ್ ಏಕ್ ಧರ್ಮಾತ್ಮಾ
auraiya kannauj	ಔರೈಯ್ಯಾ ಕನೋಜ್
aurat aur patthar	ಔರತ್ ಔರ್ ಪತ್ಥರ್
aurat ka inteqam	ಔರತ್ ಕಾ ಇಂತೆಕಾಮ್
aurat ki zindagi	ಔರತ್ ಕಿ ಜಿಂದಗಿ
aurav	ಔರವ್
auryon	ಆರ್ಯಾನ್
australia	ಆಸ್ಟ್ರೇಲಿಯ
australian national university	ಆಸ್ಟ್ರೇಲಿಯನ್ ನ್ಯಾಷನಲ್ ಯುನಿವರ್ಸಿಟಿ
australian of the year	ಆಸ್ಟ್ರೇಲಿಯನ್ ಆಫ್ ದಿ ಇಯರ್
autumn	ಆಟಮ್
auzaar	ಔಜಾರ್
avadhi	ಅವಧಿ
avadi	ಆವಡಿ
avaneendra	ಅವನೀಂದ್ರ
avani	ಅವನಿ
avanindra	ಅವನೀಂದ್ರ
avantikaa	ಅವಂತಿಕಾ
avari	ಏವರಿ
avataar	ಅವತಾರ್
avatar	ಅವತಾರ್
ave	ಏವ್
avedis	ಅವೆಡಿಸ್
avel	ಏವೆಲ್
avenger	ಅವೆಂಜರ್
avent	ಅವೆಂಟ್
aventis	ಅವೆಂಟಿಸ್
avesthagen	ಅವೆಸ್ಥಜೆನ್
avian	ಏವಿಯನ್
avishka gunawardene	ಅವಿಷ್ಕಾ ಗುಣವರ್ಧನೆ
aviva	ಅವಿವಾ
avyakt	ಅವ್ಯಕ್ತ
awaam	ಅವಾಮ್
awaargi	ಆವಾರಗೀ
awaaz	ಆವಾಜ್
awara	ಆವಾರಾ ಅಬ್ದುಲ್ಲಾ
awara shehzadi	ಆವಾರಾ ಶೆಹಝಾದೀ
awaragardi	ಆವಾರಾಗರ್ದೀ
awaz de kahan hai	ಆವಾಜ್ ದೆ ಕಹಾ ಹೈ
awena	ಅವೆನಾ
axcan pharma	ಅಕ್ಸಕಾನ್ ಫಾರ್ಮಾ
aya sawan jhoom ke	ಆಯಾ ಸಾವನ್ ಝೂಮ್ ಕೆ
aya toofan	ಆಯಾ ತೂಫಾನ್
ayman	ಅಯ್ಮಾನ್
ayushmati	ಆಯುಷ್ಮತಿ
ayyappa	ಅಯ್ಯಪ್ಪ
ayyappaa	ಅಯ್ಯಪ್ಪ
ayyappan	ಅಯ್ಯಪ್ಪನ್
ayyoob	ಅಯೂಬ್
ayyub	ಅಯೂಬ್
azaad	ಅಜಾದ್
azaan	ಅಜಾನ್
azad	ಆಜಾದ್
azad desh ke ghulam	ಆಜಾದ್ ದೇಶ್ ಕೆ ಗುಲಾಮ್
azadi ke baad	ಆಜಾದೀ ಕೆ ಬಾದ್
azahar	ಅಜಹರ್
azamat	ಅಜಮತ್
azamnagar road	ಆಜಮ್‌ನಗರ್ ರೋಡ್
azan	ಅಜಾನ್
azaraq	ಅಜರಕ್
azaraqi	ಅಜರಾಕಿ
azeem hafeez	ಅಜೀಂ ಹಫೀಜ್
azeemi	ಅಜೀಜ್
azhar	ಅಜರ್
azhar hossain	ಅಜರ್ ಹುಸೇನ್
azimganj city	ಅಜೀಮ್‌ಗಂಜ್ ಸಿಟಿ
azra	ಅಜ್ರಾ
azraqee	ಅಜ್ರಾಕೀ
aztec software	ಅಜ್ಟೆಕ್ ಸಾಫ್ಟ್‌ವೇರ್
baadal	ಬಾದಲ್
baaghi	ಬಾಗೀ
baahi	ಬಾಹಿ
baahir	ಬಾಹಿರ್
baal	ಬಾಲ್
baalaaji	ಬಾಲಾಜಿ
baalachandra	ಬಾಲಚಂದ್ರ
baalagopaal	ಬಾಲಗೋಪಾಲ್
baalagopal	ಬಾಲಗೋಪಾಲ್
baalamani	ಬಾಲಮಣಿ
baalamitr	ಬಾಲಮಿತ್ರ
baalchandra	ಬಾಲಚಂದ್ರ
baalee	ಬಾಲೀ
baalendra	ಬಲೇಂದ್ರ
baalgopaal	ಬಾಲ್‌ಗೋಪಾಲ್
baalgopal	ಬಾಲ್‌ಗೋಪಾಲ್
baaligh	ಬಾಲಿಗ್
baalkrishna	ಬಾಲಕೃಷ್ಣ
baalmani	ಬಾಲಮಣಿ
baalmohan	ಬಾಲ್ಮೋಹನ್
baankebihari	ಬಾಂಕೆಬಿಹಾರಿ
baap bete	ಬಾಪ್ ಬೇಟೆ
baap beti	ಬಾಪ್ ಬೇಟಿ
baap numbari beta dus numbari	ಬಾಪ್ ನಂಬರೀ ಬೆಟಾ ದಸ್ ನಂಬರೀ
baaran	ಬಾರನ್
baare	ಬಾರೆ
baariq	ಬಾರಿಖ್
baasim	ಬಾಸಿಂ
baat ban jaye	ಬಾತ್ ಬನ್ ಜಾಯೆ
baat ek raat ke	ಬಾತ್ ಏಕ್ ರಾತ್ ಕೀ
baawri	ಬಾವರೀ
baaz	ಬಾಜ್
baaz bahadur	ಬಾಝ್ ಬಹಾದೂರ್
baazi	ಬಾಜೀ
baazigar	ಬಾಜೀಗರ್
baba	ಬಾಬಾ
baba tajuddin	ಬಾಬಾ ತಜುದ್ದೀನ್
babagon dam	ಬಾಬಾಗೋನ್ ಡ್ಯಾಮ್
babar	ಬಾಬರ್
babbar	ಬಬ್ಬರ್
babel	ಬಬೆಲ್
babhnan	ಬಬ್ನಾನ್
babruysk fortress	ಬಬ್ರುಸ್ಕ್ ಫೋಟ್ರೆಸ್
babu	ಬಾಬು
babul	ಬಾಬುಲ್
