AACHEN	아헨
PHILADELPIA	필라델피아
PHILIP	빌립
PHILIPE	필리프
PHILIPP	필리프
PHILIPPA	필리파
PHILIPPE	필리프
PHILIPPI	빌립보
PHILIPPINES	필리핀
PHILLIPPE	필리프
PHILLIPS	필립스
PHILLPOTTS	필포츠
PHOEBE	포이베
PHOENIX	피닉스
PHYLLIS	필리스
PIAF	피아프
PIAGET	피아제
PIATIGORSKY	피아티고르스키
PIAZZETTA	피아체타
PIAZZI	피아치
PICABIA	피카비아
PICARD	피카르
PICASSO	피카소
PICCARD	피카르
PICCINNI	피친니
PICHON	피숑
PICK	피크
PICKERING	피커링
PICKFORD	픽퍼드
PIDGEON	피전
PIERCE	피어스
PIERLUIGI	피에를루이지
PIERO	피에로
PIERRE	피어
PIETER	피터
PIETRO	피에트로
PIGALLE	피갈
PIGOU	피구
PILCHER	피처
PILON	필롱
PIMENTEL	피멘텔
PINA	피나
PINEL	피넬
PINERO	피네로
PINHEIRO	피네이로
PINO	피노
PIOTROWSKI	피오트로프스키
PIPPIN	피핀
PIRAEUS	피레우스
PIRANDELLO	피란델로
PIRANESI	피라네시
PIRE	피르
PIRENNE	피렌
PIRES	피레스
PIRIE	파이리
PIRQUET	피르케
PISA	피사
PISANELLO	피사넬로
PISANO	피사노
PISAREV	피사레프
PISCATOR	피스카토르
PISSARRO	피사로
PISTON	피스턴
PITCAIRN	핏케언
PITMAN	피트먼
PITT	피트
PITTSBURGH	피치버그
PIZARRO	피사로
PLANCK	플랑크
PLATEN	플라텐
PLATO	플라톤
PLATONOV	플라토노프
PLEKHANOV	플레하노프
PODOLSKY	포돌스키
POE	포
POINT	포인트
POISEUILLE	포아즈이유
POISSON	푸아송
POITIERS	푸아티에
POLAND	폴란드
POLANYI	폴라니
POLE	폴
POLEVOI	폴레보이
POLIZIANO	폴리치아노
POLK	포크
POLLACK	폴락
POLLARD	폴라드
POLLOCK	폴록
POLLY	폴리
POLO	폴로
POLYNESIA	폴리네시아
POMPADOUR	퐁파두르
POMPEL	폼페이
POMPIDOU	퐁피두
POMPONAZZI	폼포나치
PONCE	폰스
PONCELET	퐁슬레
PONCHIELLI	폰키엘리
PONS	퐁스
PONTOPPIDAN	폰토피단
PONTORMO	폰토르모
PONTRYAGIN	폰트랴긴
POPE	포프
POPLE	포플
POPOV	포포프
PORSCHE	포르셰
PORT	포트
PORT-AU-PRINCE	포르토프랭스
PORT-OF-SPAIN	포트오브스페인
PORTA	포르타
PORTER	포터
PORTINARI	포르티나리
PORTLAND	포틀랜드
PORTMAN	포트만
PORTO-NOVO	포르토노보
PORTSMOUTH	포츠머스
PORTUGAL	포르투갈
POSADA	포사다
POSNER	포즈너
POTANIN	포타닌
POTAPENKO	포타펜코
POTSDAM	포스담
POTT	포트
POTTER	포터
POTTINGER	포틴저
POTYOMKIN	포툠킨
POUL	포울
POULENC	풀랑크
POUND	파운드
POURCEL	푸르셀
POUSSIN	푸생
POWELL	파월
POWYS	포우이스
POYNTING	포인팅
PRADO	프라도
PRAETORIUS	프레토리우스
PRAGER	프라거
PRAGUE	프라그
PRAIA	프라이아
PRANDTL	프란틀
PRASAD	프라사드
PRATA	프라타
PRATT	프랫
PREBISCH	프레비시
PREGL	프레글
PREMINGER	프레민저
PRENDERGAST	프렌더가스트
PRENTICE	프랜티스
PRESCOTT	프레스컷
PRESLEY	프레슬리
PRESTON	프레스턴
PRETORIA	프리토리아
PRETORIUS	프레토리우스
PREVIN	프레빈
PRIDE	프라이드
PRIESTLEY	프리스틀리
PRIGOGINE	프리고진
PRIMAKOV	프리마코프
PRINCE	프린스
PRINCIPE	프린시페
PRIOR	프라이어
PRISCILLA	프리실라
PRISHVIN	프리슈빈
PRITCHARD	프리처드
PROBST	프로브스트
PROCTER	프록터
PROCTOR	프록터
PROKHOROV	프로호로프
PROKOFIEV	프로코피예프
PROSPER	프로스페르
PROUDHON	프루동
PROUST	프루스트
PROUT	프라우트
PROVENCE	프로방스
PROVIDENCE	프로비던스
PRUS	프루스
PUCCINI	푸치니
PUCK	퍽
PUDOVKIN	푸도프킨
PUFENDORF	푸펜도르프
PUIG	프이그
PULCI	풀치
PULITZER	퓰리처
PULLMAN	풀먼
PUNSALMAAGIYN	푼살마긴
PUPIN	푸핀
PURCELL	퍼셀
PURDY	퍼디
PUSHKIN	푸시킨
PUTNAM	퍼트넘
PYM	핌
PYONGYANG	평양
QATAR	카타르
QI	치
QINGXIAN	칭셴
QUACKENBUSH	퀙켄부시
QUAID	퀘이드
QUANT	퀀트
QUANTZ	크반츠
QUASIMODO	콰시모도
QUAYLE	퀘일
QUEBEC	퀘벡
QUEEN	퀸
QUEENS	퀸즈
QUENEAU	크노
QUENTAL	퀜탈
QUENTIN	퀀틴
QUESADA	퀘스다
QUESNAY	케네
QUIGLEY	퀴글리
QUINN	퀸
QUINTANA	진타나
QUINTON	퀸턴
QUIRK	쿽크
QUIROGA	키로가
QUISLING	크비슬링
QUITO	키토
RAABE	라베
RABAT	라바트
RABELAIS	라블레
RABI	라비
RABIN	라빈
RABINOWITZ	라비노비츠
RACE	레이스
RACHEL	라헬
RACINE	라신
RADBRUCH	라드브루흐
RADCLIFFE	래드클리프
RADEMACHER	라데마허
RAFAEL	라파엘
RAFFLES	래플스
RAFIK	라피크
RAGUSA	라구사
RAHAL	라호르
RAHMAN	라만
RAINWATER	레인워터
RAIS	라이스
RAJ	라지
RAJIV	라지브
RAKHMANINOV	라흐마니노프
RALPH	랠프
RALSTON	랠스턴
RAMA	라마
RAMAN	라만
RAMBERT	램버트
RAMEAU	라모
RAMIREZ	라미레즈
RAMON	라몬
RAMSAY	램지
RAMSTEDT	람스테트
RAMUS	라무스
RAMUZ	라뮈
RANASINGHE	라나싱헤
RAND	랜드
RANDALL	랜달
RANDOLPH	랜돌프
RANGOON	랭군
RANIERI	라네리
RANKINE	랭킨
RANKOVIC	랑코비치
RANSOM	랜섬
RAPHAEL	라파엘
RASHID	라시드
RASMUSSEN	라스무센
RASPUTIN	라스푸틴
RATHENAU	라테나우
RATNER	레트너
RATZENHOFER	라첸호퍼
RATZINGER	라칭거
RAU	라우
RAUF	라우프
RAUL	라울
RAUSCHENBUSCH	라우션부시
RAUTIO	로티오
RAVEL	라벨
RAVEN	레이븐
RAWLINGS	롤링스
RAWLINSON	롤린슨
RAY	레이
RAYMOND	레몽
RAZIN	라진
RE	레
READ	리드
READE	리드
READING	레딩
REAGAN	레이건
REBECCA	레베카
RECORDE	레코드
RED	레드
REDFORD	레드퍼드
REDON	르동
REED	리드
REEL	릴
REEVES	리브스
REG	레지
REGAN	리건
REGER	레거
REGGIE	레지
REGINA	리자이나
REGINALD	레저널드
REGIOMONTANUS	레기오몬타누스
REHNQUIST	렌퀴스트
REICH	라이히
REICHENBACH	라이헨바흐
REICHSTEIN	라이히슈타인
REID	리드
REILLY	라일리
REINACH	라이나흐
REINECKE	라이네케
REINER	라이너
REINERS	라이너즈
REINES	라이너스
REINHARD	라인하르트
REINHARDT	라인하르트
REINHOLD	라인홀트
REIS	라이스
REISCHAUER	라이샤워
REMBRANDT	렘브란트
REMINGTON	레밍턴
RENAN	르낭
RENARD	르나르
RENATA	레나타
RENATO	레나토
RENAULT	르노
RENE	르네
RENEE	르네
RENN	렌
RENNER	레너
RENOIR	르누아르
REPIN	레핀
REPPE	레페
RESNICK	루스닉
RESPIGHI	레스피기
REUBEN	르우벤
REUCHLIN	로이힐린
REUTER	로이터
REVERE	리비어
REVUELTAS	레부엘타
REX	렉스
REYES	레이어스
REYKJAVIK	레이캬비크
REYNAUD	레노
REYNOLDS	레이놀즈
RHINE	라인
RHODES	로도스
RIBBENTROP	리벤트로프
RIBEIRO	리베이루
RIBERA	리베라
RIBOT	리보
RICARDO	리카도
RICCI	리치
RICE	라이스
RICH	리치
RICHARD	리처드
RICHARDS	리처즈
RICHARDSON	리처드슨
RICHELIEU	리슐리외
RICHET	리셰
RICHMOND	리치먼드
RICHTER	리히터
RICKEN	리켄
RICKETTS	리케츠
RICOU	리코우
RIDDICK	리딕
RIDEL	리델
RIDLEY	리들리
RIEFENSTAHL	리펜슈탈
RIEMENSCHNEIDER	리멘슈나이더
RIESMAN	리스먼
RIFKIN	리프킨
RIGA	리가
RILEY	라일리
RING	링
RINGER	링거
RIO	리우
RIPLEY	리플리
RISA	리사
RITA	리타
RITCHIE	리치
RITZ	리츠
RIVAS	리바스
RIVERA	리베라
RIVERSIDE	리버사이드
RIVLIN	리블린
RIYADH	리야드
ROALD	로알
ROBBINS	로빈스
ROBERT	로버트
ROBERTA	로버타
ROBERTO	로베르토
ROBERTS	로버츠
ROBERTSON	로버트슨
ROBESPIERRE	로베스피에르
ROBIN	로빈
ROBINSON	로빈슨
ROBLES	로블레스
ROCCO	로코
ROCHESTER	로체스터
ROCKEFELLER	록펠러
ROCKINGHAM	락킹햄
ROD	로드
RODBERTUS	로트베르투스
RODENBACH	로덴바흐
RODGERS	로저스
RODIN	로댕
RODNEY	로드니
RODRIGO	로드리고
RODRIGUES	로드리게스
RODRIGUEZ	로드리게스
ROEBUCK	로벅
ROGER	로저
ROGERS	로저스
ROGGE	로게
ROHRER	로러
ROJAS	로하스
ROLAND	롤랑
ROLF	롤프
ROLLAND	롤랑
ROLLINS	롤린스
ROLLO	롤로
ROLLS	롤스
ROMA	로마
ROMAIN	로맹
ROMAN	로만
ROMANIA	루마니아
ROMANO	로마노
ROMANOV	로마노프
ROMBACH	롬바흐
ROMBERG	롬버그
ROME	로마
ROMEO	로메오
ROMER	로머
ROMMEL	로멜
RON	론
RONALD	로널드
RONGE	롱이
ROOSEVELT	루스벨트
ROOT	루트
ROSA	로자
ROSALIE	로잘리
ROSALYN	로절린
ROSARIO	로사리오
ROSAS	로사스
ROSE	로즈
ROSEAU	로조
ROSEBERY	로즈버리
ROSEMARY	로즈마리
ROSEN	로슨
ROSENBERG	로젠베르크
ROSENBUSCH	로젠부슈
ROSETTA	로제타
ROSETTI	로세티
ROSS	로스
ROSSE	로스
ROSSELLINI	로셀리니
ROSSELLINO	로셀리노
ROSSET	로세트
ROSSETTI	로세티
ROSSI	로시
ROSSINI	로시니
ROSSO	로소
ROSTAND	로스탕
ROSTOV	로스토프
ROSTOW	로스토우
ROTH	로트
ROTHSCHILD	로스차일드
ROTTERDAM	로테르담
ROUAULT	루오
ROUS	라우스
ROUSE	로즈
ROUSSEAU	루소
ROUSSEL	루셀
ROUX	루
ROWAN	로언
ROWE	로웨
ROWELL	로웰
ROWLING	롤링
ROY	로이
ROYCE	로이스
ROZIER	로지에
RUBEN	루벤
RUBENS	루벤스
RUBIN	루빈
RUBINSTEIN	루빈슈타인
RUBY	루비
RUCKER	러커
RUDE	뤼드
RUDENKO	루덴코
RUDI	루디
RUDIGER	루디거
RUDIN	루딘
RUDOLF	루돌프
RUDOLPH	루돌프
RUGBY	럭비
RUGGIERO	루지에로
RULE	라울
RUMFORD	럼퍼드
RUMSEY	럼지
RUMSFELD	럼즈펠드
RUNEBERG	루네베리
RUNGE	룽게
RUO	뤄
RUPERT	루퍼트
RUSH	러시
RUSHDIE	루슈디
RUSK	러스크
RUSKA	루스카
RUSKIN	러스킨
RUSSEL	러셀
RUSSELL	러셀
RUSSIA	러시아
RUSSO	루소
RUTH	루스
RUTHERFORD	러더퍼드
RUYSDAEL	로이스달
RWANDA	르완다
RYAN	라이언
RYDBERG	뤼드베리
RYLE	라일
RYZHKOV	리슈코프
SAAR	자르
SAARINEN	사리넨
SABIN	세이빈
SABINE	사빈
SACCHETTI	사케티
SACHS	색스
SACRAMENTO	새크라멘토
SADAT	사다트
SADE	사드
SADI	사디
SADIK	사디크
SAGAN	세이건
SAHARA	사하라
SAID	사이드
SAILLANT	사양
SAINT	샌트
SAKHAROV	사하로프
SAL	살
SALAM	살람
SALAZAR	살라자르
SALE	사르
SALEH	살레
SALEM	살렘
SALERNO	살레르노
SALGADO	살가도
SALIH	쌀리흐
SALIM	살림
SALINGER	샐린저
SALISBURY	솔즈베리
SALLY	샐리
SALMON	살몽
SALOMON	살로몬
SALT	솔트
SALTEN	잘텐
SALVADOR	살바도르
SALVATORE	살바토레
SALVINI	살비니
SALWEEN	살윈
SALZBURG	잘츠부르크
SAM	샘
SAMAR	사마르
SAMARKAND	사마르칸트
SAMMARTINI	삼마르티니
SAMMY	새미
SAMOA	사모아
SAMPSON	샘슨
SAMSON	삼손
SAMUEL	사무엘
SAMUELSON	사무엘슨
SAMUELSSON	사무엘손
SANAA	사나
SAND	상드
SANDBURG	샌드버그
SANDERSON	샌더슨
SANDLER	산들레르
SANDRA	샌드라
SANDRO	산드로
SANDS	샌즈
SANGALLO	상갈로
SANGER	생어
SANGUINETTI	상기네티
SANKEY	생키
SANSOVINO	산소비노
SANTANA	산타나
SANTANDER	산탄데르
SANTAYANA	산타야나
SANTER	상테르
SANTIAGO	산티아고
SANTINI	상티니
SANTORIO	산토리오
SANTOS	산투스
SANZ	산스
SAPIR	사피어
SARA	사라
SARAH	사라
SARAJEVO	사라예보
SARAN	사란
SARDINIA	사르디니아
SARDOU	사르두
SARGENT	사전트
SARMIENTO	사르미엔토
SARNEY	사르네이
SAROYAN	사로이언
SARTON	사턴
SASSOON	서순
SATISH	사티쉬
SAUER	자우어
SAUL	사울
SAUSSURE	소쉬르
SAUVY	소비
SAVAGE	세비지
SAVANNAH	서배너
SAVINKOV	사빈코프
SAVIO	사비오
SAVOIE	사부아
SAVONAROLA	사보나롤라
SAXON	색슨
SAY	세
SAYCE	세이스
SAZONOV	사조노프
SCALAPINO	스칼라피노
SCALIA	스캘리아
SCHAAP	스캅
SCHACHT	샤흐트
SCHAEFFER	쉐퍼
SCHALLY	샬리
SCHARNHORST	샤른호르스트
SCHAUDINN	샤우딘
SCHAWLOW	숄로
SCHEELE	셸레
SCHEFFEL	셰펠
SCHEIDEMANN	샤이데만
SCHEIDT	샤이트
SCHELER	셸러
SCHELL	쉘
SCHELLING	셸링
SCHERMAN	셰르만
SCHIAPARELLI	스키아파렐리
SCHICKELE	시켈레
SCHIELE	실레
SCHILLER	실러
SCHILLING	실링
SCHINKEL	싱켈
SCHLAF	슐라프
SCHLEGEL	슐레겔
SCHLEICHER	슐라이허
SCHLEIDEN	슐라이덴
SCHLEIERMACHER	슐라이어마허
SCHLICK	슐리크
SCHLIEMANN	슐리만
SCHMALENBACH	슈말렌바흐
SCHMIDT	슈미트
SCHMIEDEBERG	슈미데베르크
SCHMITT	슈미트
SCHNABEL	슈나벨
SCHNEIDER	슈나이더
SCHNITZLER	슈니츨러
SCHOLES	숄스
SCHOLZ	숄츠
SCHONBERG	쇤베르크
SCHONGAUER	숀가우어
SCHOPENHAUER	쇼펜하워
SCHREKER	슈레커
SCHREYER	슈라이어
SCHRIEFFER	슈리퍼
SCHROEDER	슈로더
SCHUBERT	슈베르트
SCHULTZ	슐츠
SCHULTZE	슐체
SCHULZ	슐츠
SCHULZE	슐체
SCHUMACHER	슈마허
SCHUMAN	쉬망
SCHUMANN	슈만
SCHUMPETER	슘페터
SCHUSTER	스후스테르
SCHUTZ	슈츠
SCHWAB	슈바프
SCHWABE	슈바베
SCHWAN	슈반
SCHWANN	슈반
SCHWARTZ	슈워츠
SCHWARZ	슈왈츠
SCHWARZKOPF	슈워츠코프
SCHWEITZER	슈바이처
SCHWERIN	슈베린
SCHWINGER	슈윙거
SCHWITTERS	슈비터스
SCIPIO	스키피오
SCOFIELD	스코필드
SCOTLAND	스코틀랜드
SCOTT	스코트
SCRANTON	스크랜턴
SEABORG	시보그
SEAGA	시가
SEAMUS	셰이머스
SEAN	숀
SEARS	씨어스
SEATTLE	시애틀
SEBASTIAN	서배스천
SECCHI	세키
SECKEL	세컬
SEGAL	시갈
SEGANTINI	세간티니
SEGNI	세니
SEGOVIA	세고비아
SEGURA	세구라
SEIFERT	사이페르트
SEIPEL	자이펠
SELES	셀레스
SELIGMAN	셀리그먼
SELZNICK	셀즈닉
SEM	셈
SEMENOV	세묘노프
SEMPER	젬퍼
SEMYONOV	세묘노프
SEN	센
SENECA	세네카
SENEFELDER	제네펠더
SENEGAL	세네갈
SENGHOR	상고르
SENIOR	시니어
SENNETT	세넷
SERAFIMOVICH	세라피모비치
SERAFIN	세라핀
SERAO	세라오
SERENA	세리나
SERGE	세르게
SERGI	세르히
SERGIO	세르조
SERLIO	세를리오
SERRA	세라
SERVAIS	세르베
SERVETUS	세르베투스
SETH	셋
SETON	시턴
SEURAT	쇠라
SEUSE	조이제
SEVERINI	세베리니
SEVERO	세베로
SEVERUS	세베루스
SEWARD	슈어드
SEWELL	슈얼
SEXTON	섹스턴
SEYCHELLES	세이셸
SEYFERT	시퍼트
SEYMOUR	세이무어
SEYNI	세이니
SFORZA	스포르자
SHACKLETON	섀클턴
SHADWELL	섀드웰
SHAFTESBURY	섀프츠베리
SHAGINYAN	샤기냔
SHAH	샤아
SHAHEEN	섀힌
SHAKESPEARE	셰익스피어
SHALOM	샬롬
SHAMIR	샤미르
SHANE	쉐인
SHANNON	섀넌
SHAPLEY	섀플리
SHARAF	셰라프
SHARIF	샤리프
SHARON	샤론
SHARP	샤프
SHARPE	샤프
SHAW	쇼
SHAWN	숀
SHCHEPKIN	시쳅킨
SHEA	셰이
SHEARER	시어러
SHEFFIELD	셰필드
SHELLEY	셸리
SHELTON	셸턴
SHEPPARD	셰퍼드
SHERATON	셰러턴
SHERIDAN	셰리던
SHERMAN	셔먼
SHERRIFF	셰리프
SHERRINGTON	셰링턴
SHERRY	셰리
SHERWOOD	셔우드
SHESTOV	셰스토프
SHEVCHENKO	셰프첸코
SHIELDS	쉴드
SHIPLEY	시플리
SHIRLEY	셜리
SHLOMO	슐로모
SHOCKLEY	쇼클리
SHOEMAKER	슈메이커
SHOLES	숄스
SHOLOKHOV	숄로호프
SHORT	쇼트
SHOSTAKOVICH	쇼스타코비치
SHOUP	슈프
SHROPSHIRE	슈롭셔
SHU	수
SHUFELDT	슈펠트
SHUTE	슈트
SIBELIUS	시벨리우스
SICKEL	지켈
SICKINGEN	지킹겐
SIDGWICK	시지윅
SIDNEY	시드니
SIEGEN	지겐
SIEGFRIED	지크프리트
SIEMENS	지멘스
SIENKIEWICZ	솅키에비치
SIEWERT	시워트
SIGMUND	시그먼드
SIGOURNEY	시거니
SIGRID	시그리드
SIKORSKI	시코르스키
SIKORSKY	시코르스키
SILONE	실로네
SILVA	실바
SILVIA	실비아
SIM	심
SIMEON	시므온
SIMIC	시미치
SIMMONDS	시먼즈
SIMMONS	시먼스
SIMMS	심스
SIMON	시몬
SIMONE	시모네
SIMONOV	시모노프
SIMONS	사이먼즈
SIMPSON	신프슨
SIMROCK	짐로크
SINAI	시나이
SINCLAIR	싱클레어
SINGER	싱어
SINGH	싱
SINOWATZ	지노바츠
SISLEY	시슬레
SITWELL	시트웰
SKELTON	스켈턴
SKINNER	스키너
SKOPJE	스코페
SKRYABIN	스크랴빈
SLIM	슬림
SLOBODAN	슬로보단
SLOVAKIA	슬로바키아
SLOVENIA	슬로베니아
SLUTER	슬뤼테르
SMALL	스몰
SMALLEY	스몰리
SMEATON	스미턴
SMEDLEY	스메들리
SMELLIE	스멜리
SMETANA	스메타나
SMILES	스마일스
SMIRNOV	스미르노프
SMITH	스미스
SMITHSON	스미스슨
SMOLENSK	스몰렌스크
SMOLLETT	스몰렛
SNEH	스네
SNEIDER	스나이더
SNELL	스넬
SNIDER	스나이더
SNOW	스노
SNOWDEN	스노든
SNOWDON	스노든
SOARES	소아레스
SOBRERO	소브레로
SODDY	소디
SODOMA	소도마
SOFIA	소피아
SOKOLOFF	소콜로프
SOL	솔
SOLANA	솔라나
SOLO	솔로
SOLOGUB	솔로구프
SOLOMON	솔로몬
SOLOVYOV	솔로비요프
SOLOW	솔로
SOLTI	솔티
SOLVAY	솔베이
SOMALIA	소말리아
SOMARE	소마레
SOMBART	좀바르트
SOMERSET	서머싯
SOMMARUGA	소마루가
SOMMER	조머
SOMMERFELD	조머펠트
SOMMERFIELD	섬머필드
SONIA	소냐
SONJA	소냐
SONORA	소노라
SONYA	소냐
SOPHIE	소피
SOR	소르
SOREL	소렐
SORGE	소르주
SOROKIN	소로킨
SOROS	소로스
SOSA	소사
SOTO	소토
SOUFFLOT	수플로
SOUPAULT	수포
SOUSA	수자
SOUTER	수터
SOUTH	사우스
SOUTHAMPTON	사우샘프턴
SOUTHERN	서던
SOUTHEY	사우디
SOUTINE	수틴
SOYINKA	소잉카
SPAAK	스파크
SPADOLINI	스파돌리니
SPAIN	스페인
SPALLANZANI	스팔란차니
SPEAKES	스피크스
SPEIGHT	스페이트
SPEKE	스피크
SPEMANN	슈페만
SPENCE	스펜스
SPENCER	스펜서
SPENER	슈페너
SPENGLER	슈펭글러
SPENSER	스펜서
SPERLING	스펄링
SPERRY	스페리
SPETH	스페스
SPEYER	슈파이어
SPIEGEL	스피겔
SPIELBERG	스필버그
SPINOZA	스피노자
SPITSBERGEN	스키츠베르겐
SPITTELER	슈피텔러
SPOHR	슈포어
SPONTINI	스폰티니
SPRANGER	슈프랑거
SPRENGEL	슈프렝겔
SPRINGER	스프링거
SPRINGFIELD	스프링필드
SPRINGSTEEN	스프링스틴
SPYRI	슈피리
STACEY	스테이시
STAFFORD	스태포드
STAFFORDSHIRE	스태퍼드셔
STAHL	슈탈
STAKHANOV	스따하노프
STALIN	스탈린
STAMMLER	슈탐러
STAN	스탠
STANFORD	스탠퍼드
STANISLAV	스타니슬라프
STANLEY	스탠리
STANTON	스탠턴
STARK	슈타르크
STARLING	스탈링
STARR	스타
STAUB	스타웁
STAUDINGER	슈타우딩거
STAUDT	슈타우트
STEAD	스테드
STEEL	스틸
STEELE	스틸
STEEN	스텐
STEERS	스티어스
STEFAN	슈테판
STEFFEN	스테픈
STEFFENS	슈테펜스
STEFFI	슈테피
STEGER	슈테거
STEICHEN	스타이컨
STEIN	슈타인
STEINBECK	스타인벡
STEINBERG	스타인버그
STEINBERGER	스타인버거
STEINEM	스타이넘
STEINER	슈타이너
STEINHEIL	슈타인하일
STEINMETZ	스타인메츠
STELLA	스텔라
STENO	스테노
STEPHAN	슈테판
STEPHANIE	스테파니
STEPHANOPOULOS	스테파노풀로스
STEPHEN	스티븐
STEPHENSON	스티븐슨
STERN	슈테른
STERNBERG	스턴버그
STERNE	스턴
STEVE	스티브
STEVEN	스티븐
STEVENS	스티븐스
STEVENSON	스티븐슨
STEVIN	스테빈
STEWART	스튜어트
STIEGLITZ	스티글리츠
STIFTER	슈티프터
STIG	스티게
STIGLER	스티글러
STIGLITZ	스티글리츠
STILLER	스틸레르
STILWELL	스틸웰
STIMSON	스팀슨
STIPE	스티페
STIRLING	스터링
STIRNER	슈티르너
STOCKHAUSEN	슈토크하우젠
STOCKHOLM	스톡홀름
STOCKMAN	스토크먼
STOCKTON	스톡턴
STOCKWELL	스톡웰
STODDARD	스토다드
STODOLA	스토도라
STOKES	스토크스
STOKOWSKI	스토코프스키
STOLTENBERG	슈톨텐베르크
STOLYPIN	스톨리핀
STOLZ	스톨츠
STONE	스톤
STONEHENGE	스톤헨지
STONEY	스토니
STORM	슈토름
STOSS	슈토스
STOWE	스토
STOYANOV	스토야노프
STRACHEY	스트레이치
STRAFFORD	스트래퍼드
STRAND	스트랜드
STRANG	스트랭
STRASBURGER	슈트라스부르거
STRASSER	스트라저
STRASSMANN	슈트라스만
STRAUB	스트라우브
STRAUSS	슈트라우스
STRAVINSKY	스트라빈스키
STRESEMANN	슈트레제만
STRICK	스트릭
STRICKLAND	스트릭랜드
STROESSNER	스트로에스네르
STUART	스튜어트
STUMPF	슈툼프
SUCRE	수크레
SUDAN	수단
SUDBURY	서드베리
SUDERMANN	주더만
SUE	쉬
SUESS	쥐스
SUFFOLK	서퍽
SUK	수크
SULA	수라
SULLA	술라
SULLIVAN	설리번
SULLY	쉴리
SULTAN	술탄
SUMAROKOV	수마로코프
SUMATRA	수마트라
SUMMER	사마
SUMMERS	서머스
SUMNER	섬너
SUNDAY	선데이
SUPERVIELLE	쉬페르비엘
SUQI	쑤치
SURIKOV	수리코프
SURINAME	수리남
SURREY	서리
SUSAN	수잔
SUSANNA	수산나
SUSANNE	주자네
SUSIE	수지
SUSLOV	수슬로프
SUTHERLAND	서덜랜드
SUTTER	수터
SUTTNER	주트너
SUTTON	서턴
SUVA	수바
SUZANNE	수잔
SVEN	스벤
SVEND	스벤
SVENSSON	스벤손
SVERDLOVSK	스베르들로프스크
SVERDRUP	스베르드루프
SVEVO	스베보
SWAMI	스와미
SWAMMERDAM	스왐메르담
SWAN	스완
SWAZILAND	스와질란드
SWEDEN	스웨덴
SWEDENBORG	스베덴보리
SWEELINCK	스벨링크
SWEET	스위트
SWIFT	스위프트
SWINBURNE	스윈번
SWITZERLAND	스위스
SYDENHAM	시드넘
SYDNEY	시드니
SYDOW	시도
SYLVAIN	실뱅
SYLVESTER	실베스터
SYLVIA	실비아
SYMINGTON	사이밍턴
SYMONDS	시먼즈
SYMONS	시먼스
SYNGE	싱
SYRIA	시리아
SYSE	쉬세
SZELL	셀
SZIGETI	시게티
SZILARD	질라드
SZYMANOWSKI	시마노프스키
TAFT	태프트
TAGLIONI	탈리오니
TAGORE	타고르
TAHITI	타히티
TAINE	텐
TAIT	타이트
TAJIKISTAN	타지키스탄
TAJO	타호
TALBOT	톨벗
TALCOTT	탤컷
TALLAHASSEE	탤러해시
TALLINN	탈린
TALLIS	탤리스
TAMAYO	타마요
TAMIR	타미르
TAMM	탐
TANG	당
TANGIER	탠지어
TANGUY	탕기
TANSLEY	탠슬리
TANZANIA	탄자니아
TARAWA	타라와
TARKINGTON	타킹턴
TARRANT	타란트
TARTINI	타르티니
TASHA	타샤
TASHKENT	타슈켄트
TASMAN	타스먼
TASSO	타소
TATE	테이트
TATIANA	타티아나
TATUM	테이텀
TAUBE	타우버
TAULER	타울러
TAUNTON	톤턴
TAUSSIG	타우시그
TAVARES	타바레스
TAVERNER	타베너
TAYA	타야
TAYLOR	테일러
TEAGARDEN	티가든
TEAGUE	티그
TEASDALE	티즈데일
TED	테드
TEGUCIGALPA	테구시갈파
TEHRAN	데헤란
TEITELBAUM	타이텔바움
TEIXEIRA	테이셰이라
TELLER	텔러
TEMIN	테민
TEMPEST	템페스트
TEMPLE	템플
TEMPLETON	템플턴
TENDRYAKOV	텐드랴코프
TENNANT	테넌트
TENNESSEE	테네시
TENNYSON	테니슨
TERBORCH	테르보르히
TERESA	테레사
TERRA	테라
TERRY	테리
TESSA	테사
TEXAS	텍사스
THACKERAY	새커리
THADDEUS	다대오
THAILAND	타이
THATCHER	대처
THAYER	세이어
THEBES	테베
THEILER	타일러
THEO	테오
THEOBALD	시어벌드
THEODOR	테어도어
THEODORE	시어도어
THERESA	테레사
THIERS	티에르
THIMPHU	팀부
THOMA	토마
THOMAS	도마
THOMASIUS	토마지우스
THOMPSON	톰슨
THOMSEN	톰센
THOMSON	톰슨
THOR	토르
THOREAU	소로
THOREZ	토레즈
THORNDIKE	손다이크
THORNE	쏜
THORNTON	손튼
THORPE	소프
THORVALDSEN	토르발센
THURNWALD	투른발트
THYSSEN	티센
TIBERIUS	티베리우스
TIELE	틸레
TIEPOLO	티에폴로
TIFFANY	티파니
TIGER	타이거
TIJUANA	티후아나
TIKHONOV	티호노프
TILAK	틸라크
TILGHMAN	틸먼
TILMAN	틸만
TIM	팀
TIMOSHENKO	티모쉔코
TIMOTHY	티머시
TINA	티나
TINBERGEN	틴버겐
TINDEMANS	틴데만스
TING	팅
TIPPETT	티펫
TIRANA	티라나
TISCHBEIN	티슈바인
TISELIUS	티셀리우스
TISO	티소
TITCHENER	티치너
TITO	티토
TITULESCU	티툴레스쿠
TITUS	디도서
TOBEY	토비
TOBIAS	토비아스
TOBIN	토빈
TODD	토드
