A'MARIE	ಅಮಾರೀ
AKRAM	ಅಕ್ರಮ್
AKRAM KHAN	ಅಕ್ರಮ ಖಾನ್
AKRAM RAZA	ಅಕ್ರಮ್ ರಾಜಾ
AKSHAY	ಅಕ್ಷಯ್
AKSHIT	ಅಕ್ಷಿತ್
AKSHITA	ಅಕ್ಷಿತ
AKSHITAA	ಅಕ್ಷಿತಾ
AKUL	ಅಕುಲ್
AKUTAGAWA PRIZE	ಅಕುಟಗವಾ ಪ್ರೈಜ್
AKZO NOBEL	ಏಕ್ಜೋ ನೊಬೆಲ್
AL	ಅಲ್
AL GHAZALI	ಅಲ್ ಗಜಾಲಿ
AL PACINO	ಅಲ್ ಪಸಿನೋ
AL SAHARIAR	ಅಲ್ ಸಹಾರಿಯರ್
ALA	ಅಲಾ
ALABAMA	ಅಲಾಬಾಮಾ
ALADDIN KNOWLEDGE SYSTEMS LIMITED	ಅಲಾದೀನ್ ನಾಲೆಡ್ಜ್ ಸಿಸ್ಟಮ್ಸ್ ಲಿಮಿಟೆಡ್
ALAIN	ಅಲೆನ್
ALAINA	ಅಲೈನಾ
ALAKA	ಅಲಕಾ
ALAKH NIRANJAN	ಅಲಖ್ ನಿರಂಜನ್
ALAM ARA KI BETI	ಆಲಮ್ ಅರಾ ಕೀ ಬೇಟಿ
ALAMATTI DAM	ಆಲಮಟ್ಟಿ ಡ್ಯಾಮ್
ALAMGIR KABIR	ಅಲ್ಮಗಿರ್ ಕಬಿರ್
ALAMNAGAR	ಅಲಂನಗರ್
ALAN IGGLESDEN	‌ಅಲನ್ ಇಗ್ಲೆಸ್‌ಡನ್
ALAN MULLALLY	ಅಲನ್ ಮುಲ್ಲಾಲಿ
ALAN TURNER	ಅಲನ್ ಟರ್ನರ್
ALANA	ಅಲಾನಾ
ALANNIS	ಅಲಾನಿಸ್
ALAP	ಆಲಾಪ್
ALARICE	ಅಲರಿಸ್
ALASTAIR COOK	ಅಲಾಸ್ಟೇರ್ ಕುಕ್
ALAUDDIN ALI AHMED SABIR KALYARI	ಅಲಾವುದ್ದೀನ್ ಅಲಿ ಅಹಮದ್ ಸಬೀರ್
ALAURA	ಅಲಾರಾ
ALAYNA	ಅಲೇನಾ
ALBATROSS	ಅಲ್ಬಟ್ರಾಸ್
ALBELA	ಅಲ್ಬೇಲಾ
ALBELA MASTANA	ಅಲ್ಬೇಲಾ ಮಸ್ತಾನಾ
ALBELI	ಅಲ್ಬೇಲೀ
ALBERT	ಅಲ್ಬರ್ಟ್
ALBERT MEDAL	ಅಲ್ಬರ್ಟ್ ಮೆಡಲ್
ALBERT PINTO KO GUSSA KYON ATA HAI	ಆಲ್ಬರ್ಟ್ ಪಿಂಟೊ ಕೊ ಗುಸ್ಸಾ ಕ್ಯು ಆತಾ ಹೈ
ALBION	ಅಲ್ಬಿಯನ್
ALBORAN	ಅಲ್ಬೊರಾನ್
ALCOA	ಅಲ್ಕೋವಾ
ALDAN	ಅಲ್ಡಾನ್
ALDONA	ಅಲ್ಡೋನಾ
ALEEMAH	ಅಲೀಮಾ
ALEMBIC	ಅಲೆಂಬಿಕ್
ALESTER MAREGWEDE	ಆಲಿಸ್ಟರ್ ಮಾರ್ಗ್ವೆಡೆ
ALEUTIAN	ಅಲ್ಯುಟಿಯನ್
ALEXANDER THE GREAT	ಅಲೆಕ್ಸಾಂಡರ್ ದಿ ಗ್ರೇಟ್
ALEXANDRE DUMAS	ಅಲೆಕ್ಸಾಂಡರ್ ಡ್ಯೂಮಾಸ್
ALEXAVIER	ಅಲೆಕ್ಸೇವಿಯರ್
ALEXIA	ಅಲೆಕ್ಸಿಯಾ
ALFA LAVAL	ಆಲ್ಫಾ ಲಾವಲ್
ALFONSO	ಅಲ್ಫೋನ್ಸೋ
ALFRED	ಅಲ್ಫ್ರೆಡ್
ALFRED LUSENO	ಅಲ್ಫ್ರೆಡ್ ಲುಸೆನೊ
ALFRED TENNISON	ಆಲ್‌ಫ್ರೆಡ್ ಟೆನಿಸನ್
ALGER HISS	ಆಲ್ಗರ್ ಹಿಸ್
ALGIERS	ಅಲ್ಜೀರ್ಸ್
ALHAAD	ಆಲ್ಹಾದ್
ALI	ಅಲಿ
ALI SHAH	ಆಲಿ ಶಾ
ALIA BADA	ಅಲಿಯಾ ಬಡಾ
ALIBABA	ಅಲೀಬಾಬಾ
ALIBAGH	ಆಲಿಬಾಗ್
ALIBAUG FORT	ಅಲಿಬಾಗ್ ಫೋರ್ಟ್
ALIMAA	ಅಲಿಮಾ
ALIPUR DUAR	ಅಲಿಪುರ್ ದುವರ್
ALISHAA	ಅಲಿಷಾ
ALIYAH	ಅಲಿಯಾ
ALKAA	ಅಲ್ಕಾ
ALL SAINTS LUTHERAN	ಆಲ್ ಸೈಂಟ್ಸ್ ಲುಥೆರಾನ್
ALL-AMERICA CITY AWARD	ಆಲ್-ಅಮೆರಿಕಾ ಸಿಟಿ ಅವಾರ್ಡ್
ALLAHABAD BANK	ಅಲ್ಲಾಹಾಬಾದ್ ಬ್ಯಾಂಕ್
ALLAHABAD JUNCTION	ಅಲಹಾಬಾದ್ ಜಂಕ್ಷನ್
ALLAN	ಅಲ್ಲಾನ್
ALLAN BORDER MEDAL	ಅಲನ್ ಬಾರ್ಡರ್ ಮೆಡಲ್
ALLAN GREENSPAN	ಅಲಾನ್ ಗ್ರೀನ್‌ಸ್ಪಾನ್
ALLAUDIN KA CHIRAG	ಅಲಾವುದ್ದೀನ್ ಕಾ ಚಿರಾಗ್
ALLAUDIN LAILA	ಅಲಾವುದ್ದೀನ್ ಲೈಲಾ
ALLAYNA	ಅಲ್ಲಾಯ್ನಾ
ALLEMANDE	ಅಲಿಮಂಡೆ
ALLEN	ಅಲೆನ್
ALLEN GINSBERG	ಅಲೆನ್ ಗಿನ್ಸ್‌ಬರ್ಗ್
ALLENDALE	ಅಲೆಂಡಾಲಿ
ALLENE	ಅಲೀನ್
ALLEPPEY	ಅಲಪ್ಪೆ
ALLIE	ಅಲ್ಲೀ
ALMA	ಅಲ್ಮಾ
ALMANIJ	ಅಲ್ಮನಿಜ್
ALMIRANTE LATORRE	ಅಲ್ಮಿರಾಂಟೆ ಲಟ್ಟೋರಿ
ALOARAKH	ಆಲೋರಖ್
ALOK	ಅಲೋಕ್
ALOK INDUSTRIES	ಅಲೋಕ್ ಇಂಡಸ್ಟ್ರೀಸ್
ALOYSIUS	ಅಲೋಷಿಯಸ್
ALPANA	ಅಲ್ಪನಾ
ALPESH VADHER	ಅಲ್ಪೇಶ್ ವಧೆರ್
ALPHA MATRICULATION HIGHER SECONDARY SCHOOL, CHENNAI	ಆಲ್ಫಾ ಮೆಟ್ರಿಕ್ಯುಲೇಶನ್ ಹೈಯ್ಯರ್ ಸೆಕೆಂಡರಿ ಸ್ಕೂಲ್, ಚೆನ್ನೈ
ALPHAA	ಆಲ್ಫಾ
ALPHONSE	ಅಲ್ಫೋನ್ಸ್
ALPINE	ಅಲ್ಫೈನ್
ALPINE SKIING WORLD CUP	ಅಲ್ಪೈನ್ ಸ್ಕೀಯಿಂಗ್ ವರ್ಲ್ಡ್ ಕಪ್
ALSTOM PROJECTS	ಆಲ್ಸ್ಟಾಮ್ ಪ್ರಾಜೆಕ್ಟ್ಸ್
ALTAAF	ಅಲ್ತಾಫ್
ALTAI	ಅಲ್ಟಾಯ್
ALTAIR NANOTECHNOLOGIES	ಆಲ್ಟೇರ್ ನ್ಯಾನೋಟೆಕ್ನಾಲಜೀಸ್
ALTAMAHA	ಅಲ್ತಾಮಹಾ
ALTHEA	ಅಲ್ಥಿಯಾ
ALUABARI ROAD	ಅಲೌಬಾರಿ ರೋಡ್
ALVIN	ಆಲ್ವಿನ್
ALVIN KALLICHARRAN	ಆಲ್ವಿನ್ ಕಾಳಿಚರಣ್
ALVIS	ಆಲ್ವಿಸ್
ALYSSA	ಅಲಿಸ್ಸಾ
AMAAN	ಅಮಾನ್
AMAANAATH	ಅಮಾನಾಥ್
AMAANDA	ಅಮಾಂಡಾ
AMAATULLAH	ಅಮಾತುಲ್ಲಾ
AMADEUS	ಅಮೆಡಿಯಸ್
AMADEUS MOZART	ಅಮೆಡ್ಯೂಸ್ ಮೋಜಾರ್ಟ್
AMAGI	ಅಮಾಗಿ
AMAJAD	ಅಮಜದ್
AMALA	ಅಮಲಾ
AMALESH	ಅಮಲೇಶ್
AMALIA	ಅಮಾಲಿಯಾ
AMALIE	ಅಮೇಲೀ
AMALNER	ಅಮಲ್‌ನೆರ್
AMALSAD	ಅಮಲ್‌ಸದ್
AMALTAAS	ಅಮಲ್ತಾಸ್
AMAN VADI	ಅಮನ್ ವಾಡಿ
AMANDA	ಅಮಂಡಾ
AMANI	ಅಮನಿ
AMANJEET	ಅಮನ್‌ಜೀತ್
AMAR AKBAR ANTHONY	ಅಮರ್ ಅಕ್ಬರ್ ಆಂಟೊನಿ
AMAR ASOM	ಅಮರ್ ಅಸೋಮ್
AMAR JYOTI	ಅಮರ್ ಜ್ಯೋತಿ
AMAR PYAR	ಅಮರ್ ಪ್ಯಾರ್
AMAR SAIGAL	ಅಮರ್ ಸೈಗಲ್
AMAR SARITAA	ಅಮರ್ ಸರಿತಾ
AMAR SHAHEED	ಅಮರ್ ಶಹೀದ್
AMAR UJALA	ಅಮರ್ ಉಜಾಲಾ
AMARARAJ	ಅಮರರಾಜ್
AMARAVATHI RESERVOIR	ಅಮರಾವತಿ ರಿಜರ್ವಾಯರ್
AMARESH	ಅಮರೇಶ್
AMARESHWAR SHIVA	ಅಮರೇಶ್ವರ ಶಿವ
AMARPURA	ಅಮರಾಪುರ
AMARTYA	ಅಮರ್ತ್ಯ
AMATYA	ಅಮಾತ್ಯ
AMAY	ಅಮಯ್
AMAY KHURASIYA	ಅಮಯ್ ಖುರಾಸಿಯಾ
AMAZON	ಅಮೆಜಾನ್
AMBARDEKAR	ಅಂಬಾರ್ಡೆಕರ್
AMBARISH	ಅಂಬರೀಶ್
AMBASSADOR	ಅಂಬಾಸಿಡರ್
AMBEDKARNAGAR	ಅಂಬೇಡ್ಕರ್ ನಗರ್
AMBIKAPUR	ಅಂಬಿಕಾಪುರ್
AMBOSELI	ಅಂಬೋಸೆಲಿ
AMEENAA	ಅಮೀನಾ
AMEER	ಅಮೀರ್
AMEER ADMI GARIB ADMI	ಅಮೀರ್ ಆದ್ಮಿ ಗರೀಬ್ ಆದ್ಮಿ
AMELIA	ಅಮೇಲಿಯಾ
AMERADA HESS	ಅಮೆರಡಾ ಹೆಸ್
AMERGIN	ಅಮೆರ್ಜಿನ್
AMERICA'S SPACE PRIZE	ಅಮೆರಿಕಾಸ್ ಸ್ಪೇಸ್ ಪ್ರೈಜ್
AMERICAN INTERNATIONAL BUILDING	ಅಮೆರಿಕನ್ ಇಂಟರ್ನ್ಯಾಷನಲ್ ಬಿಲ್ಡಿಂಗ್
AMERICAN INTL GROUP	ಅಮೆರಿಕನ್ ಇಂಟ್ ಗ್ರೂಪ್
AMERICAN LEGION	ಅಮೇರಿಕನ್ ಲಿಜನ್
AMERICAN NUMISMATIC SOCIETY MUSEUM	ಅಮೆರಿಕ ನ್ಯೂಮಿಸ್‌ಮ್ಯಾಟಿಕ್ ಸೊಸೈಟಿ ಮ್ಯೂಸಿಯಂ
AMERICAN WAR OF INDEPENDENCE	ಅಮೆರಿಕನ್ ವಾರ್ ಆಫ್ ಇಂಡಿಪೆಂಡೆನ್ಸ್
AMERISOURCEBERGEN	ಅಮೆರಿಸೋರ್ಸ್ ಬರ್ಜನ್
AMEYA	ಅಮೇಯ
AMGAON	ಅಮಗಾಂವ್
AMILAH	ಅಮಿಲಾ
AMIN	ಅಮಿನ್
AMINAH	ಅಮಿನಾ
AMINUL ISLAM	ಅಮಿನುಲ್ ಇಸ್ಲಾಂ
AMIR KHUSRO	ಅಮೀರ್ ಖುಸ್ರೋ
AMIRAH	ಅಮಿರಾ
AMIT	ಅಮಿತ್
AMIT MISHRA	ಅಮಿತ್ ಮಿಶ್ರಾ
AMITA	ಅಮಿತ
AMITAA	ಅಮಿತಾ
AMITAABH	ಅಮಿತಾಭ್
AMITY	ಏಮೈಟಿ
AMLA JUNCTION	ಅಮ್ಲಾ ಜಂಕ್ಷನ್
AMLAI	ಅಮಲಾಯ್
AMLAKHURD	ಅಮ್ಲಾಖುರ್ದ್
AMLANKUSUM	ಅಮ್ಲಂಕುಸುಮ್
AMLOH	ಅಮ್ಲೋ
AMMAR	ಅಮ್ಮಾರ್
AMMARAH	ಅಮ್ಮಾರಾ
AMMASANDRA	ಅಮ್ಮಸಂದ್ರ
AMMIRAGLIO DI SAINT BON	ಅಮಿರಾಗ್ಲಿಯೊ ಡಿ ಸೈಂಟ್ ಬೊನ್
AMOGH	ಅಮೋಘ
AMOGHAA	ಅಮೋಘಾ
AMOHA	ಅಮೋಹಾ
AMOLIK	ಅಮೋಲಿಕ್
AMONKAR	ಅಮೋನ್‌ಕರ್
AMOORT	ಅಮೂರ್ತ್
AMRAH	ಅಮ್ರಾ
AMRAPALI	ಅಮ್ರಪಾಲಿ
AMRELI	ಅಮರೆಲಿ
AMRIT MANTHAN	ಅಮೃತ್ ಮಂಥನ್
AMRITA SHERGIL	ಅಮೃತಾ ಶೆರ್ಗಿಲ್
AMRITESH	ಅಮೃತೇಶ್
AMRITESHWAR	ಅಮೃತೇಶ್ವರ್
AMRITLAL NAGAR	ಅಮೃತಲಾಲ್ ನಗರ್
AMRITVEL	ಅಮೃತ್‌ವೆಲ್
AMRUSHA	ಅಮೃಷಾ
AMU DARYA	ಅಮು ದರ್ಯಾ
AMULYA	ಅಮೂಲ್ಯ
AMURT	ಅಮೂರ್ತ್
AN EVENING IN PARIS	ಆನ್ ಈವನಿಂಗ್ ಇನ್ ಪ್ಯಾರಿಸ್
ANA	ಅನಾ
ANAAM	ಅನಾಮ್
ANAAMAY	ಅನಾಮಯ್
ANADOLUHISAR FORT	ಅಂಡೋಲ್ಹಿಸಾರ್ ಫೋರ್ಟ್
ANADYANT	ಅನಾದ್ಯಂತ
ANAGH	ಅನಘ್
ANAIKUTTAM RESERVOIR	ಅನೈಕುಟ್ಟಮ್ ರಿಜರ್ವಾಯರ್
ANAINADUVU RESERVOIR	ಅನೈನಡುವು ರಿಜರ್ವಾಯರ್
ANAKIN	ಅನಾಕಿನ್
ANAL	ಅನಲ್
ANALIESE	ಅನಲೀಸ್
ANAMAY	ಅನಾಮಯ್
ANAMIKAA	ಅನಾಮಿಕಾ
ANAND NAGAR	ಆನಂದ್ ನಗರ್
ANANDINEE	ಆನಂದಿನೀ
ANANDINI	ಆನಂದಿನಿ
ANANDMAYEE	ಆನಂದಮಯೀ
ANANDPUR SAHIB	ಆನಂದ್‌ಪುರ್ ಸಾಹಿಬ್
ANANDTANDAVPUR	ಆನಂದ್‌ತಂಡಾವಪುರ್
ANANG	ಅನಂಗ್
ANANGA	ಅನಂಗ
ANANMAYA	ಅನನ್ಮಯ
ANANT	ಅನಂತ್
ANANTARAAM	ಅನಂತರಾಮ್
ANANTAROOP	ಅನಂತರೂಪ್
ANANTRAM	ಅನಂತ್‌ರಾಮ್
ANANTRUP	ಅನಂತ್‌ರೂಪ್
ANANYAA	ಅನನ್ಯಾ
ANAPARTI	ಅನಪರ್ತಿ
ANARKALI	ಅನಾರ್ಕಲಿ
ANAS	ಅನಸ್
ANASTACIA	ಎನಸ್ತೇಷಿಯಾ
ANASTASIA	ಅನಸ್ತಾಸಿಯಾ
ANAUM	ಅನಾಮ್
ANCELIN	ಆನ್ಸೆಲಿನ್
ANCONA	ಅಂಕೋನಾ
ANDAL JUNCTION	ಅಂಡಾಲ್ ಜಂಕ್ಷನ್
ANDERSON	ಆಂಡರ್ಸನ್
ANDHA KANOON	ಅಂಧಾ ಕಾನೂನ್
ANDHA YUDH	ಅಂಧಾ ಯುದ್ಧ್
ANDHER NAGARI CHAPAT RAJA	ಅಂಧೆರ್ ನಗರೀ ಚೌಪಟ್ ರಾಜಾ
ANDHERGARDI	ಅಂಧೇರ್‌ಗರ್ದಿ
ANDHERI RAAT MEIN DIYA TERE HATH MEIN	ಅಂಧೇರಿ ರಾತ್ ಮೆ ದಿಯಾ ತೇರಿ ಹಾತ್ ಮೆ
ANDHI GALI	ಅಂಧಿ ಗಲೀ
ANDHRA BHOOMI	ಆಂಧ್ರ ಭೂಮಿ
ANDHRA PRADESH	ಆಂಧ್ರಪ್ರದೇಶ್
ANDIE	ಆಂಡೀ
ANDOY FORT	ಆಂಡೊ ಫೋರ್ಟ್
ANDRE	ಆಂಡ್ರೆ
ANDRE ADAMS	ಆಂದ್ರೆ ಆದಮ್ಸ್
ANDRE NEL	ಆಂಡ್ರೆ ನಿಲ್
ANDREA DORIA	ಆಂಡ್ರಿಯಾ ಡೋರಿಯಾ
ANDREW FLINTOFF	ಆಂಡ್ರೂ ಫ್ಲಿಂಟಾಫ್
ANDREW HUDSON	ಆಂಡ್ರ್ಯೂ ಹಡ್ಸನ್
ANDREW MARTIN	ಆಂಡ್ರಿವ್ ಮಾರ್ಟಿನ್
ANDREW PUTTICK	ಆಂಡ್ರ್ಯೂ ಪುಟಿಕ್
ANDREW STRAUSS	ಆಂಡ್ರ್ಯೂ ಸ್ಟ್ರಾವಸ್
ANDROMEDA	ಏಂಡ್ರಮೇಡಾ
ANDROS MUSEUM OF MODERN ART	ಆಂಡ್ರೋಸ್ ಮ್ಯೂಸಿಯಂ ಆಫ್ ಮಾಡ್ರನ್ ಆರ್ಟ್
ANDY BICHEL	ಆಂಡಿ ಬಿಚೆಲ್
ANDY ROBERTS	ಆಂಡಿ ರಾಬರ್ಟ್ಸ್
ANEEZAH	ಅನೀಝಾ
ANGAAR	ಅಂಗಾರ್
ANGAARA	ಅಂಗಾರಾ
ANGAARIKA	ಅಗಾರಿಕ
ANGADA	ಅಂಗದ
ANGARAAJ	ಅಂಗರಾಜ್
ANGARAJ	ಅಂಗರಾಜ್
ANGARAKSHAK	ಅಂಗರಕ್ಷಕ್
ANGELA	ಏಂಜೆಲಾ
ANGELINA	ಏಂಜೆಲಿನಾ
ANGELIQUE	ಏಂಜೆಲಿಕ್
ANGLANG	ಆಂಗ್ಲಾಂಗ್
ANGOOR	ಅಂಗೂರ್
ANGOORI	ಅಂಗೂರಿ
ANGULIMAL	ಅಂಗುಲಿಮಾಲ್
ANGUREE	ಅಂಗುರೀ
ANGURI	ಅಂಗುರಿ
ANGUS	ಅಂಗಸ್
ANGUS FRASER	ಆಂಗಸ್ ಫ್ರೇಸರ್
ANGUS MACKAY	ಆಂಗಸ್ ಮೆಕೇ
ANIKA	ಅನಿಕಾ
ANIL DALPAT	ಅನಿಲ್ ದಲಪತ್
ANINDITAA	ಅನಿಂದಿತಾ
ANIRVAAN	ಅನಿರ್ವಾಣ್
ANIS	ಅನೀಸ್
ANISAA	ಅನಿಸಾ
ANISE	ಅನೈಸ್
ANJAAM KHUDA JANE	ಅಂಜಾಮ್ ಖುದಾ ಜಾನೆ
ANJAAN RAHEN	ಅಂಜಾನ್ ರಾಹೇ
ANJAANE	ಅಂಜಾನೆ
ANJALEE	ಅಂಜಲೀ
ANJAR	ಅಂಜರ್
ANKAHEE	ಅನಕಹೀ
ANKARANA	ಅಂಕರಣ
ANKH KA NASHA	ಅಂಖ್ ಕಾ ನಶಾ
ANKIT	ಅಂಕಿತ್
ANKITA	ಅಂಕಿತ
ANKOLA	ಅಂಕೋಲಾ
ANKUSH	ಅಂಕುಶ್
ANMOL	ಅನ್ಮೋಲ್
ANMOL RATAN	ಅನ್ಮೋಲ್ ರತನ್
ANN LANDERS	ಆನ್ ಲ್ಯಾಂಡರ್ಸ್
ANNABELLE	ಅನಾಬೆಲ್ಲಿ
ANNADATA	ಅನ್ನದಾತಾ
ANNALISE	ಅನ್ನಲೀಸ್
ANNAPOORNA	ಅನ್ನಪೂರ್ಣ
ANNELIESE	ಅನ್ನೆಲೀಸ್
ANNIS	ಅನ್ನಿಸ್
ANNISSA	ಅನ್ನಿಸಾ
ANNONA	ಅನ್ನೋನಾ
ANNORA	ಅನ್ನೋರಾ
ANOKHA INSAAN	ಅನೋಖಾ ಇನ್ಸಾನ್
ANOKHA MILAN	ಅನೋಖಾ ಮಿಲನ್
ANOKHA PREM	ಅನೋಖಾ ಪ್ರೇಮ್
ANOKHA PYAR	ಅನೋಖಾ ಪ್ಯಾರ್
ANOOP	ಅನೂಪ್
ANOU BOUSSOUIL	ಅನೌ ಬೌಸೋಯಿಲ್
ANOU IFFLIS	ಅನೌ ಇಫ್ಲಿಸ್
ANOU TIMEDOUINE	ಅನೌ ಟೈಮ್ಡೂಯಿನ್
ANOUSH	ಅನೌಷ್
ANPARA	ಅಂಪರಾ
ANSAR	ಅನ್ಸರ್
ANSHI	ಅನ್ಶಿ
ANSHU	ಅಂಶು
ANSHUL	ಅಂಶುಲ್
ANSHUMAN	ಅಂಶುಮಾನ್
ANSOO BAN GAYE PHOOL	ಆಂಸೂ ಬನ್ ಗಯೆ ಪೂಲ್
ANSTICE	ಆನ್‌ಸ್ಟೀಸ್
ANTAH	ಅಂತಾ
ANTARA	ಅಂತರ
ANTARAA	ಅಂತರಾ
ANTARNAAD	ಅಂತರ್‌ನಾದ್
ANTHONY	ಅಂಥೋನಿ
ANTIMONY	ಆಂಟಿಮೊನಿ
ANTOINETTE	ಆಂಟಾಯ್ನೆಟ್
ANTONIA	ಆಂಟೋನಿಯಾ
ANTONY	ಆಂಟನಿ
ANTRIWALE	ಅಂತ್ರಿವಾಲೆ
ANTU	ಅಂತು
ANUGAMITA	ಅನುಗಾಮಿತಾ
ANUHYA	ಅನೂಹ್ಯ
ANUNAY	ಅನುನಯ್
ANUP	ಅನೂಪ್
ANUPAM	ಅನುಪಮ್
ANUPAMAA	ಅನುಪಮಾ
ANUPGARH	ಅನುಪ್‌ಗಢ್
ANUPPUR JUNCTION	ಅನುಪುರ್ ಜಂಕ್ಷನ್
ANURAADHA	ಅನುರಾಧಾ
ANURADHAA	ಅನುರಾಧಾ
ANUSHKAA	ಅನುಷ್ಕಾ
ANUSOOYAA	ಅನುಸೂಯಾ
ANUSUYAA	ಅನುಸೂಯಾ
ANUYAAYITA	ಅನುಯಾಯಿತಾ
ANUYAYITAA	ಅನುಯಾಯಿತಾ
ANVIL	ಅನ್ವಿಲ್
ANWAR HOSSAIN	ಅನ್ವರ್ ಹುಸೇನ್
ANWESHA	ಅನ್ವೇಷ
AOIFE	ಆಯ್ಫಿ
AOJLA	ಓಜ್ಲಾ
AOULAKH	ಔಲಾಕ್
APAANPATI	ಅಪಾನ್‌ಪತಿ
APALA	ಅಪಲಾ
APARAAJIT	ಅಪರಾಜಿತ್
APARADOS DA SERRA	ಅಪಾರಡೊಸ್ ಡಾ ಸೆರಾ
APARAJIT	ಅಪರಾಜಿತ್
APARNESH	ಅಪರ್ಣೇಶ್
APATKAAL	ಆಪತ್ಕಾಲ್
APHRODITE	ಏಫ್ರಡೈಟ್
APLAM CHAPLAM	ಅಪಲಮ್ ಚಪಲಮ್
APMAAN	ಅಪಮಾನ್
APNA BANA LO	ಅಪ್ನಾ ಬನಾ ಲೋ
APNA DESH	ಅಪ್ನಾ ದೇಶ್
APNA DESH PARAYE LOG	ಅಪ್ನಾ ದೇಶ್ ಪರಾಯೆ ಲೋಗ್
APNA HATH JAGANNATH	ಅಪ್ನಾ ಹಾಥ್ ಜಗನ್ನಾಥ್
APNA KHOON APNA DUSHMAN	ಅಪ್ನಾ ಖೂನ್ ಅಪ್ನಾ ದುಶಮನ್
APNA PARAYA	ಅಪ್ನಾ ಪರಾಯಾ
APNE DAM PAR	ಅಪ್ನೆ ದಮ್ ಪರ್
APNE HUE PARAYE	ಅಪ್ನೆ ಹುಯೆ ಪರಾಯೆ
APNI CHHAYA	ಅಪ್ನಿ ಛಾಯಾ
APNI NAGARIA	ಅಪ್ನಿ ನಗಾರಿಯಾ
APOLLO	ಅಪೋಲೋ
APOLLO HOSPITAL	ಅಪೋಲೋ ಹಾಸ್ಪಿಟಲ್
APOORV	ಅಪೂರ್ವ
APOORVA	ಅಪೂರ್ವ
APOORVAA	ಅಪೂರ್ವಾ
APPALACHIA	ಅಪಲಾಚಿಯಾ
APPU RAJA	ಅಪ್ಪು ರಾಜಾ
APRADHI	ಅಪರಾಧೀ
APRIA	ಏಪ್ರಿಯಾ
APTE	ಆಪ್ಟೆ
APTECH	ಆಪ್ಟೆಕ್
APURV	ಅಪೂರ್ವ
APURVA	ಅಪೂರ್ವ
AQUARIUS	ಅಕ್ವಾರಸ್
AQUILA	ಆಕ್ವಿಲಾ
ARAB	ಅರಬ್
ARABELA	ಅರಾಬೆಲಾ
ARACELY	ಅರಾಸಿಲಿ
ARAD FORT	ಅರದ್ ಫೋರ್ಟ್
ARAFAT	ಅರಾಫತ್
ARAFURA	ಅರಾಫುರಾ
ARAGON	ಅರಗಾನ್
ARAKKONAM JUNCTION	ಅರಕೋಣಂ ಜಂಕ್ಷನ್
ARAKKU	ಅರಾಕು
ARALVAYMOZHI	ಅರಲ್‌ವೈಮೊಳಿ
ARARIA	ಅರಾರಿಯಾ
ARASUR	ಅರಸೂರ್
ARAT	ಆರತ್
ARATI	ಆರತಿ
ARAV	ಆರವ್
ARAVANKADU	ಅರವನ್‌ಕಾಡು
ARBON	ಅರ್ಬನ್
ARCADIS	ಅರ್ಕಾಡಿಸ್
ARCH	ಆರ್ಚ್
ARCHAA	ಅರ್ಚಾ
ARCHAN	ಅರ್ಚನ್
ARCHE	ಆರ್ಕ್
ARCHER	ಆರ್ಚರ್
ARCHIE	ಆರ್ಚೀ
ARCHISHMAT	ಅರ್ಚಿಷ್ಮತ್
ARCHIT	ಅರ್ಚಿತ್
ARCHON	ಆರ್ಕನ್
ARCOS	ಆರ್ಕೋಸ್
ARCTIC OCEAN	ಆರ್ಕ್ಟಿಕ್ ಓಶಿಯನ್
ARDARA	ಆರ್ಡರಾ
ARDELIS	ಆರ್ಡೆಲಿಸ್
ARDH SATYA	ಅರ್ಧ್ ಸತ್ಯ
ARDHANGINI	ಅರ್ಧಾಂಗಿನಿ
ARETHA FRANKLIN	ಅರಿಥಾ ಫ್ರಾಂಕ್ಲಿನ್
ARGHYA	ಅರ್ಘ್ಯಾ
ARGON	ಆರ್ಗನ್
ARGONIA FRIENDS	ಅರ್ಗೋನಿಯಾ ಫ್ರೆಂಡ್ಸ್
ARIADNAH	ಆರಿಯಾಡ್ನಾ
ARIADNE	ಏರಿಯೇಡನ್
ARIANA	ಏರಿಯಾನಾ
ARIJIT	ಅರಿಜಿತ್
ARISTA	ಅರಿಸ್ಟಾ
ARISTOTLE	ಅರಿಸ್ಟಾಟಲ್
ARIVALAGAN	ಅರಿವಳಗನ್
ARIVUMADHI	ಅರಿವುಮಧಿ
ARIVUMANI	ಅರಿವುಮಣಿ
ARIYALUR	ಅರಿಯಲೂರ್
ARJANSAR	ಅರ್ಜನ್‌ಸಾರ್
ARJUN PANDIT	ಅರ್ಜುನ್ ಪಂಡಿತ್
ARKAN	ಅರ್ಕಾನ್
ARLAIS	ಅರ್ಲೇಸ್
ARLEN	ಅರ್ಲೆನ್
ARMAND HAMMER	ಅರ್ಮಾಂಡ್ ಹ್ಯಾಮರ್
ARMELLE	ಆರ್ಮಿಲಿ
ARMEN	ಆರ್ಮೆನ್
ARMSTRONG	ಆರ್ಮ್‌ಸ್ಟ್ರಾಂಗ್
ARNOLD SCHWARZENEGGER	ಆರ್ನಾಲ್ಡ್ ಶ್ವಾಜನೆಗರ್
ARPIT	ಅರ್ಪಿತ್
ARQAM	ಅರ್ಕಾಮ್
ARSHAD AYUB	ಅರ್ಶದ್ ಅಯೂಬ್
ARSHAD PERVEZ	ಅರ್ಷಾದ್ ಪರ್ವೇಜ್
